animal_id,date_of_birth,name,datetime,monthyear,outcome_type,outcome_subtype,animal_type,sex_upon_outcome,age_upon_outcome,breed,color
A714625,2015-08-26,*Mariah,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A714626,2015-08-26,*Marco,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A713711,2014-10-11,*Hirrally,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A713710,2014-10-11,*Pepsi,2015-11-17T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A715341,2015-10-13,,2015-11-18T00:00:00-05:00,11-2015,Died,In Foster,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A715060,2013-10-30,,2015-11-18T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan
A641346,2008-11-06,Rome,2015-11-18T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,7 years,Doberman Pinsch,Chocolate
A675759,2010-03-31,Oso,2015-11-21T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,5 years,Labrador Retriever Mix,Tan
A713996,2011-10-16,*Perkins,2015-11-23T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Buff
A716252,2009-11-17,Karmen,2015-11-23T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Intact Female,6 years,Labrador Retriever Mix,Black
A716278,2010-11-17,*Stefanie,2015-11-23T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,5 years,Australian Shepherd Mix,White/Red
A716391,2012-11-23,*Muffin,2015-11-23T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,3 years,Miniature Schnauzer Mix,Chocolate
A716488,2013-11-19,,2015-11-23T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Red
A716064,2010-11-13,Lady,2015-11-23T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Intact Female,5 years,Chihuahua Shorthair Mix,Tan/White
A716066,2013-11-13,Louie,2015-11-23T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White
A715673,2011-11-09,Mia,2015-11-23T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Intact Female,4 years,Rhod Ridgeback Mix,Brown
A716649,2011-05-22,Bunnie,2015-11-23T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,4 years,Jindo Mix,Tan/White
A687741,2014-07-16,Kazy,2015-11-23T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,1 year,Plott Hound/Blue Lacy,Brown Brindle
A606678,2008-07-26,Mimi,2015-11-23T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,7 years,Bichon Frise Mix,White
A679536,2012-11-23,Lucky,2015-11-23T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown
A716400,2014-05-19,Calliope,2015-11-24T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Intact Female,1 year,Yorkshire Terrier Mix,Black/Tan
A668484,2013-09-04,Mickey,2015-11-24T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/Tan
A692797,2010-11-25,Suzze,2015-11-24T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,5 years,Miniature Poodle Mix,White
A716722,2015-09-07,*Farisa,2015-11-25T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby
A537127,2007-03-09,Fozzy Bear,2015-11-25T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,8 years,Miniature Poodle Mix,Chocolate
A716646,2015-06-22,Scraps,2015-11-28T00:00:00-05:00,11-2015,Adoption,,Dog,Neutered Male,5 months,Carolina Dog Mix,Sable
A713408,2014-10-06,Trinity,2015-11-28T00:00:00-05:00,11-2015,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A715696,2013-11-08,*Princess,2015-11-30T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,2 years,Black/Tan Hound Mix,Black/Brown
A715635,2013-11-07,*Knight,2015-11-30T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Black
A715861,2013-11-11,*Molly,2015-11-30T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,2 years,Pug/Chihuahua Shorthair,Brown
A716857,2015-04-27,Banana,2015-11-30T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Brown Tabby
A716624,2015-03-22,Dooley,2015-11-30T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Brown Tabby/White
A714882,2014-10-29,*Annie,2015-11-30T00:00:00-05:00,11-2015,Transfer,Partner,Dog,Spayed Female,1 year,Catahoula Mix,Brown Brindle/White
A710006,2015-07-07,*Chunk,2015-11-30T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A708740,2015-07-13,*Twix,2015-11-30T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A708741,2015-07-13,*Kit Kat,2015-11-30T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A700467,2014-04-14,*Tolstoy,2015-11-30T00:00:00-05:00,11-2015,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Cream Tabby
A716081,2013-11-13,Baby Bear,2015-12-02T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Intact Male,2 years,Pomeranian Mix,Buff
A533019,2008-01-13,Whiskey,2015-12-02T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Intact Male,7 years,Scottish Terrier,Black
A681890,2009-06-21,Marilyn,2015-12-02T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Spayed Female,6 years,West Highland,White
A716990,2012-11-30,Maximus,2015-12-07T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Neutered Male,3 years,Cocker Spaniel Mix,Black/White
A717290,2011-12-05,Ava,2015-12-07T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,White
A716141,2009-11-15,*Nelson,2015-12-07T00:00:00-05:00,12-2015,Transfer,Partner,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Orange Tabby/White
A715047,2014-10-30,,2015-12-07T00:00:00-05:00,12-2015,Transfer,Partner,Livestock,Unknown,1 year,Goat Mix,Brown
A714744,2013-10-27,*Chacha,2015-12-07T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Spayed Female,2 years,Black Mouth Cur/Boxer,Fawn/Black
A714745,2013-10-27,*Boomer,2015-12-07T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White
A604480,2011-05-17,Kitty,2015-12-07T00:00:00-05:00,12-2015,Transfer,Partner,Cat,Spayed Female,4 years,Domestic Shorthair,Blue
A704844,2012-06-09,Tilly,2015-12-07T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Spayed Female,3 years,Pit Bull/Labrador Retriever,Black/White
A716976,2015-09-08,*Elmo,2015-12-08T00:00:00-05:00,12-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A716978,2015-09-08,*Romo,2015-12-08T00:00:00-05:00,12-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue Tabby
A716981,2015-09-08,*Cosmo,2015-12-08T00:00:00-05:00,12-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A710720,2013-08-26,Honey,2015-12-08T00:00:00-05:00,12-2015,Euthanasia,Aggressive,Dog,Intact Female,2 years,Pit Bull Mix,Tan
A698675,2013-03-16,Parker,2015-12-08T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A714106,2014-10-18,*Nexus,2015-12-11T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,White/Brown
A713461,2010-10-07,*Mary,2015-12-12T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Spayed Female,5 years,Labrador Retriever Mix,Chocolate
A703892,2003-05-30,*Opal Jane,2015-12-13T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,White/Brown
A714421,2013-10-22,*Maddie,2015-12-16T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Intact Female,2 years,Doberman Pinsch Mix,Blue/Tan
A716758,2013-11-24,Fluffy,2015-12-17T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Black/Tan
A715003,2013-10-29,Marley,2015-12-19T00:00:00-05:00,12-2015,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue/White
A717145,2013-12-03,Chewy,2015-12-19T00:00:00-05:00,12-2015,Adoption,Offsite,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Buff
A716979,2015-09-08,*Mirinda,2015-12-20T00:00:00-05:00,12-2015,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A717863,2012-12-16,*Lucky,2015-12-20T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Intact Male,3 years,German Shepherd Mix,Brown
A717845,2014-12-16,*Deenah,2015-12-20T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Intact Female,1 year,Rottweiler Mix,Black/Tan
A716590,2014-11-21,*Yams,2015-12-20T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Spayed Female,1 year,Pharaoh Hound Mix,Red
A716525,2015-09-20,*Allysia,2015-12-20T00:00:00-05:00,12-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A714578,2015-10-10,*Dillon,2015-12-20T00:00:00-05:00,12-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A717707,2015-03-13,Monkey,2015-12-22T00:00:00-05:00,12-2015,Transfer,Partner,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Orange Tabby
A717708,2015-03-13,Rumi,2015-12-22T00:00:00-05:00,12-2015,Transfer,Partner,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Cream Tabby
A717251,2014-12-04,Peanut,2015-12-22T00:00:00-05:00,12-2015,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A716575,2013-11-21,Scarlet,2015-12-22T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Tan/White
A711827,2015-08-08,*Baron,2015-12-22T00:00:00-05:00,12-2015,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
A668816,2011-12-10,Bella,2015-12-22T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Spayed Female,4 years,Miniature Pinscher Mix,Black/Brown
A718149,2002-12-22,,2015-12-23T00:00:00-05:00,12-2015,Return to Owner,,Dog,Neutered Male,13 years,Australian Shepherd Mix,Black/Tan
A718113,2012-12-21,Gandalf,2015-12-24T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Neutered Male,3 years,West Highland Mix,White
A716706,2015-10-08,Moe,2015-12-27T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Intact Male,2 months,Toy Poodle Mix,White/Tan
A716707,2015-10-08,Curly,2015-12-27T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Intact Male,2 months,Toy Poodle Mix,Tan/White
A710471,2013-08-23,*Jimmy,2015-12-27T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Neutered Male,2 years,Pharaoh Hound Mix,Brown/White
A717054,2013-12-01,*Beau,2015-12-28T00:00:00-05:00,12-2015,Transfer,Partner,Cat,Neutered Male,2 years,Himalayan Mix,Seal Point
A709859,2012-08-13,Jenna,2015-12-29T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Neutered Male,3 years,English Springer Spaniel Mix,White/Black
A689819,2012-10-10,*Mars,2015-12-29T00:00:00-05:00,12-2015,Transfer,Partner,Dog,Intact Male,3 years,Rottweiler,Black/Brown
A708487,2015-05-04,*Kit Kat,2016-01-04T00:00:00-05:00,01-2016,Transfer,Partner,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Orange Tabby
A716975,2014-11-29,*Moxie,2016-01-04T00:00:00-05:00,01-2016,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Brown Tabby
A715512,2014-11-05,*Lola,2016-01-04T00:00:00-05:00,01-2016,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby
A718356,2012-12-28,*Auggie,2016-01-04T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White
A702623,2015-02-16,Coco,2016-01-04T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Spayed Female,10 months,Plott Hound Mix,Brown Brindle/White
A717994,2014-12-19,*Wilma,2016-01-05T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,White/Brown Brindle
A718180,2013-12-23,Milo,2016-01-05T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Brown
A700061,2009-04-07,Chubbs,2016-01-05T00:00:00-05:00,01-2016,Transfer,Partner,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby
A692221,2013-11-16,Rocky,2016-01-05T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever/Pit Bull,Black/White
A718505,2013-01-01,*Nortina,2016-01-06T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Spayed Female,3 years,Jack Russell Terrier Mix,Tricolor
A718340,2013-12-28,Coco,2016-01-06T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Spayed Female,2 years,Border Collie Mix,Black/White
A718482,2015-10-31,*Rojo,2016-01-06T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,2 months,Labrador Retriever Mix,Red/Tan
A718127,2013-12-21,*Linnea,2016-01-07T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull Mix,Black/White
A610585,2011-08-27,Sylvester,2016-01-08T00:00:00-05:00,01-2016,Transfer,SCRP,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black/White
A718635,2015-07-04,*Joaquin,2016-01-10T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,6 months,Pit Bull Mix,Black Brindle
A718689,2011-01-05,Pepita,2016-01-10T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Spayed Female,5 years,Chihuahua Longhair Mix,Tricolor
A718758,2015-05-06,Pepper,2016-01-10T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Female,8 months,Pit Bull Mix,Brown Brindle
A715491,2015-10-05,*Moose,2016-01-10T00:00:00-05:00,01-2016,Adoption,,Dog,Neutered Male,3 months,Pit Bull Mix,Chocolate/White
A701329,2015-02-20,*Jordan,2016-01-10T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,10 months,Black Mouth Cur,Brown
A718803,2015-07-07,*Eddie,2016-01-12T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,6 months,Rat Terrier Mix,White/Black
A718739,2014-01-06,*Carlisle,2016-01-12T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,2 years,Dachshund Wirehair/Chihuahua Shorthair,Buff
A719049,2015-11-02,Brownie,2016-01-12T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Male,2 months,Pit Bull/Chihuahua Shorthair,Tan/White
A719050,2015-11-02,Cutie,2016-01-12T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Male,2 months,Pit Bull/Chihuahua Shorthair,Tan/White
A719051,2015-11-02,Ryder,2016-01-12T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,2 months,Border Collie/Labrador Retriever,Black/White
A719052,2015-11-02,Onyx,2016-01-12T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Female,2 months,Pit Bull/Chihuahua Shorthair,Black/White
A614825,2009-11-28,Faith,2016-01-13T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Tricolor
A718660,2013-01-04,*Mantequilla,2016-01-16T00:00:00-05:00,01-2016,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever Mix,White
A716982,2014-11-29,*Jet,2016-01-16T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,1 year,Labrador Retriever,Black
A719205,2015-10-15,*Jupiter,2016-01-19T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Female,3 months,Queensland Heeler Mix,Brown/White
A718674,2014-01-04,*Ceniza,2016-01-19T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Spayed Female,2 years,Catahoula Mix,Blue Merle/White
A717215,2012-12-04,Jack,2016-01-19T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,3 years,German Shepherd Mix,Black/Brown
A602837,2010-06-06,*Mickey,2016-01-19T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown
A718698,2014-01-05,Myah,2016-01-20T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Spayed Female,2 years,Australian Shepherd Mix,White/Blue Tick
A719355,2015-01-18,,2016-01-22T00:00:00-05:00,01-2016,Transfer,Partner,Other,Intact Male,1 year,Guinea Pig Mix,Tricolor
A719494,2015-01-21,,2016-01-22T00:00:00-05:00,01-2016,Return to Owner,,Dog,Intact Female,1 year,Siberian Husky Mix,Silver/Black
A658784,2012-07-15,Rex,2016-01-24T00:00:00-05:00,01-2016,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White
A719411,2014-01-19,*Poppy,2016-01-25T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair,White/Blue
A719467,2006-01-20,*Finch,2016-01-25T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Tan
A719505,2013-01-21,*Birdy,2016-01-25T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Female,3 years,Dachshund/Swedish Vallhund,Red/Black
A719359,2014-01-18,*Khloe,2016-01-25T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Tan
A719334,2015-01-17,*Shawn,2016-01-25T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,1 year,Dachshund Mix,White/Tan
A719160,2015-07-14,*Farrah,2016-01-25T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Spayed Female,6 months,Labrador Retriever Mix,Black/White
A718885,2015-01-08,Loo,2016-01-25T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Female,1 year,Carolina Dog Mix,Tan/White
A719673,2015-05-25,Maggie,2016-01-25T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Female,8 months,Dachshund Longhair Mix,Red
A719674,2015-11-18,Peanut,2016-01-25T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Female,2 months,Dachshund Mix,Brown
A719675,2015-11-18,Bandit,2016-01-25T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Male,2 months,Dachshund Mix,Brown
A719676,2015-11-18,Ham,2016-01-25T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Male,2 months,Dachshund Longhair Mix,Red
A719677,2013-01-25,Buda,2016-01-25T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Male,3 years,Dachshund Mix,Red
A718910,2015-01-09,,2016-01-27T00:00:00-05:00,01-2016,Transfer,Partner,Livestock,Intact Male,1 year,Pig Mix,White
A644479,2010-12-27,Periwiggles,2016-01-30T00:00:00-05:00,01-2016,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue
A719645,2011-01-30,*Stella,2016-01-31T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Spayed Female,5 years,Manchester Terrier Mix,Black/Brown
A719666,2015-07-25,*Oliver,2016-01-31T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,6 months,Miniature Pinscher,Black/Tan
A719731,2015-11-26,*Mona,2016-01-31T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Spayed Female,2 months,Border Collie Mix,Black/White
A719288,2015-11-02,*Goose,2016-01-31T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,2 months,English Pointer Mix,Tricolor/Brown Merle
A719358,2011-01-18,*Jimmy,2016-01-31T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,Tan/White
A719068,2015-01-12,*Marty,2016-01-31T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown
A622844,2011-02-25,Squeaky,2016-01-31T00:00:00-05:00,01-2016,Transfer,Partner,Dog,Spayed Female,4 years,Jack Russell Terrier/Australian Cattle Dog,White/Black
A719831,2011-01-28,Max,2016-02-01T00:00:00-05:00,02-2016,Return to Owner,,Dog,Intact Male,5 years,Miniature Schnauzer Mix,Gray
A719976,2015-11-09,River,2016-02-01T00:00:00-05:00,02-2016,Adoption,,Cat,Neutered Male,2 months,Siamese Mix,Seal Point
A719978,2015-11-09,Meadow,2016-02-01T00:00:00-05:00,02-2016,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,Tortie Point
A710898,2013-08-29,*Winston,2016-02-01T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A719509,2014-01-21,*Henry,2016-02-02T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Neutered Male,2 years,Boston Terrier/Pit Bull,Black/White
A719768,2015-01-27,*Annabelle,2016-02-02T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Spayed Female,1 year,Flat Coat Retriever Mix,Black
A719760,2015-10-12,*Jules,2016-02-02T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Neutered Male,3 months,Pit Bull Mix,Blue/White
A716036,2014-11-13,Bert,2016-02-02T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A704136,2013-06-01,*Kisses,2016-02-02T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Spayed Female,2 years,Boxer Mix,Brown Brindle/White
A719374,2012-01-18,Sadie,2016-02-03T00:00:00-05:00,02-2016,Transfer,Partner,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Torbie
A719281,2015-09-16,*Sam,2016-02-03T00:00:00-05:00,02-2016,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A719139,2015-03-13,*Vera,2016-02-03T00:00:00-05:00,02-2016,Transfer,Partner,Cat,Intact Female,10 months,Domestic Shorthair Mix,Brown Tabby
A718107,2013-12-21,*Tucker,2016-02-03T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A711463,2015-07-31,*Gary,2016-02-03T00:00:00-05:00,02-2016,Transfer,Partner,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black/White
A689705,2013-11-08,Tux,2016-02-03T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A720098,2013-02-02,Bailey,2016-02-07T00:00:00-05:00,02-2016,Transfer,Partner,Cat,Spayed Female,3 years,Snowshoe Mix,Seal Point/Brown
A720190,2009-02-04,Little Missy,2016-02-07T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Spayed Female,7 years,Airedale Terrier Mix,Tricolor
A720012,2014-02-01,*Claudia,2016-02-07T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Spayed Female,2 years,Anatol Shepherd Mix,Tan/Black
A720014,2015-04-01,*Rembrandt,2016-02-07T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Intact Male,10 months,Anatol Shepherd Mix,Tan/White
A719795,2014-07-28,*Katinka,2016-02-07T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Tan
A718702,2014-01-05,*Casper,2016-02-07T00:00:00-05:00,02-2016,Transfer,Partner,Cat,Neutered Male,2 years,Siamese Mix,Flame Point
A683817,2014-03-15,Marvin,2016-02-07T00:00:00-05:00,02-2016,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby/White
A719514,2015-10-21,Monti,2016-02-08T00:00:00-05:00,02-2016,Missing,In Kennel,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A720297,2013-02-06,Chica,2016-02-10T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Spayed Female,3 years,Pit Bull Mix,Brown
A712337,2013-09-21,*Howard,2016-02-10T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Neutered Male,2 years,Australian Cattle Dog/Staffordshire,Black/White
A700074,2014-04-07,*Cynthia,2016-02-10T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,White/Brown
A718117,2011-03-21,Cimba,2016-02-12T00:00:00-05:00,02-2016,Return to Owner,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby
A720599,2006-02-12,Simon,2016-02-12T00:00:00-05:00,02-2016,Return to Owner,,Cat,Neutered Male,10 years,Siamese Mix,Seal Point
A627862,2010-05-22,Blanca,2016-02-14T00:00:00-05:00,02-2016,Adoption,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,White/Brown
A720371,2015-10-08,Moose,2016-02-15T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Neutered Male,4 months,Anatol Shepherd/Labrador Retriever,Buff
A720372,2015-02-08,*Lenny,2016-02-15T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Neutered Male,1 year,Staffordshire Mix,Blue/White
A720104,2016-01-26,,2016-02-15T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Intact Male,2 weeks,Labrador Retriever Mix,Brown Brindle/White
A720078,2011-02-02,Mary Jane,2016-02-15T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Intact Female,5 years,Labrador Retriever Mix,Black
A720081,2016-01-26,,2016-02-15T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Intact Male,2 weeks,Labrador Retriever Mix,Tricolor
A720082,2016-01-26,,2016-02-15T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Intact Male,2 weeks,Labrador Retriever Mix,Brown Merle
A720084,2016-01-26,,2016-02-15T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Intact Female,2 weeks,Labrador Retriever Mix,Black
A720085,2016-01-26,,2016-02-15T00:00:00-05:00,02-2016,Transfer,Partner,Dog,Intact Female,2 weeks,Labrador Retriever Mix,Brown Merle
